date,complaint_id,customer_id,region,category,channel,volume,segment,week_of_year,month,quarter
2024-03-08,CP201476,C107503,West,Card,Digital,1,26-40,10,3,1
2024-07-27,CP201477,C106795,East,Fees,Digital,1,26-40,30,7,3
2024-09-22,CP201478,C104831,South,Fees,Digital,1,26-40,38,9,3
2024-07-27,CP201479,C102480,West,Card,CallCenter,1,26-40,30,7,3
2024-04-10,CP201480,C106174,South,Service,Branch,1,26-40,15,4,2
2024-03-31,CP201481,C103561,South,Login,CallCenter,1,26-40,13,3,1
2024-01-12,CP201482,C101883,South,Card,Digital,1,41-55,2,1,1
2024-08-01,CP201483,C101835,North,Card,Digital,1,18-25,31,8,3
2024-03-30,CP201484,C101555,North,Service,Digital,1,41-55,13,3,1
2024-11-01,CP201485,C105126,South,Fees,Digital,1,26-40,44,11,4
2024-07-24,CP201486,C101198,South,Service,Digital,1,26-40,30,7,3
2024-01-07,CP201487,C106397,North,Card,CallCenter,1,18-25,1,1,1
2024-01-12,CP201488,C106439,East,Card,Digital,1,26-40,2,1,1
2024-07-04,CP201489,C102462,North,Card,Branch,1,18-25,27,7,3
2024-10-10,CP201490,C102370,South,Login,Branch,1,26-40,41,10,4
2024-09-20,CP201491,C104567,South,Card,Digital,1,18-25,38,9,3
2024-05-10,CP201492,C107732,North,Service,Branch,1,26-40,19,5,2
2024-08-10,CP201493,C101509,North,Service,Digital,1,41-55,32,8,3
2024-11-02,CP201494,C103474,North,Login,CallCenter,1,26-40,44,11,4
2024-06-25,CP201495,C106351,East,Login,Branch,1,56+,26,6,2
2024-08-24,CP201496,C104426,East,Fees,Digital,1,18-25,34,8,3
2024-04-26,CP201497,C104351,South,Fees,Digital,1,18-25,17,4,2
2024-02-01,CP201498,C106622,West,Fees,Digital,1,18-25,5,2,1
2024-08-29,CP201499,C104888,West,Service,Digital,1,26-40,35,8,3
2024-03-22,CP201500,C104320,South,Card,Digital,1,41-55,12,3,1
2024-12-10,CP201501,C107060,South,Login,CallCenter,1,18-25,50,12,4
2024-09-12,CP201502,C101460,West,Fees,Digital,1,41-55,37,9,3
2024-08-28,CP201503,C103217,South,Service,Digital,1,18-25,35,8,3
2024-03-21,CP201504,C100078,West,Card,CallCenter,1,26-40,12,3,1
2024-11-29,CP201505,C100994,South,Login,Digital,1,56+,48,11,4
2024-09-03,CP201506,C107449,South,Card,Digital,1,26-40,36,9,3
2024-12-31,CP201507,C104653,East,Card,CallCenter,1,18-25,1,12,4
2024-02-05,CP201508,C104053,South,Card,Digital,1,26-40,6,2,1
2024-01-23,CP201509,C104236,East,Login,Digital,1,26-40,4,1,1
2024-09-07,CP201510,C104528,East,Fees,CallCenter,1,26-40,36,9,3
2024-09-19,CP201511,C105032,North,Card,CallCenter,1,18-25,38,9,3
2024-08-18,CP201512,C106212,North,Fees,Digital,1,26-40,33,8,3
2024-02-06,CP201513,C107678,East,Service,Digital,1,56+,6,2,1
2024-10-07,CP201514,C107936,West,Login,Digital,1,18-25,41,10,4
2024-09-09,CP201515,C107745,North,Login,Digital,1,26-40,37,9,3
2024-12-03,CP201516,C102552,West,Card,Digital,1,41-55,49,12,4
2024-05-01,CP201517,C104582,South,Login,CallCenter,1,41-55,18,5,2
2024-02-05,CP201518,C103353,North,Card,Digital,1,26-40,6,2,1
2024-04-29,CP201519,C100336,West,Service,CallCenter,1,18-25,18,4,2
2024-07-11,CP201520,C100132,East,Card,Branch,1,26-40,28,7,3
2024-02-12,CP201521,C107099,South,Login,Digital,1,18-25,7,2,1
2024-07-13,CP201522,C100432,West,Login,CallCenter,1,41-55,28,7,3
2024-03-09,CP201523,C101551,North,Login,Digital,1,26-40,10,3,1
2024-05-09,CP201524,C105047,South,Fees,Digital,1,41-55,19,5,2
2024-07-15,CP201525,C103874,South,Service,Digital,1,56+,29,7,3
2024-11-13,CP201526,C106635,East,Service,Digital,1,26-40,46,11,4
2024-09-29,CP201527,C106712,West,Login,Digital,1,26-40,39,9,3
2024-06-21,CP201528,C107227,East,Card,Digital,1,26-40,25,6,2
2024-06-25,CP201529,C104019,South,Login,Branch,1,41-55,26,6,2
2024-08-27,CP201530,C107033,South,Card,Digital,1,18-25,35,8,3
2024-04-28,CP201531,C100359,North,Service,Digital,1,26-40,17,4,2
2024-03-24,CP201532,C102962,West,Login,Digital,1,18-25,12,3,1
2024-01-08,CP201533,C102454,South,Fees,Digital,1,41-55,2,1,1
2024-02-24,CP201534,C104489,South,Fees,Branch,1,26-40,8,2,1
2024-04-07,CP201535,C100600,South,Service,Digital,1,26-40,14,4,2
2024-05-10,CP201536,C102469,South,Fees,CallCenter,1,26-40,19,5,2
2024-03-31,CP201537,C107154,South,Login,Digital,1,41-55,13,3,1
2024-11-18,CP201538,C104839,West,Fees,CallCenter,1,18-25,47,11,4
2024-07-22,CP201539,C103345,South,Login,Branch,1,41-55,30,7,3
2024-08-09,CP201540,C104991,South,Login,Branch,1,56+,32,8,3
2024-10-16,CP201541,C106977,South,Login,CallCenter,1,18-25,42,10,4
2024-09-15,CP201542,C103256,South,Fees,Digital,1,18-25,37,9,3
2024-09-17,CP201543,C103781,South,Card,Digital,1,41-55,38,9,3
2024-08-09,CP201544,C103812,West,Login,Digital,1,26-40,32,8,3
2024-07-30,CP201545,C104193,South,Login,Digital,1,41-55,31,7,3
2024-01-20,CP201546,C106691,North,Fees,CallCenter,1,18-25,3,1,1
2024-03-17,CP201547,C105716,East,Fees,Digital,1,41-55,11,3,1
2024-11-04,CP201548,C103219,East,Service,Digital,1,26-40,45,11,4
2024-06-02,CP201549,C105274,South,Fees,Digital,1,26-40,22,6,2
2024-08-21,CP201550,C102663,East,Service,Digital,1,26-40,34,8,3
2024-07-29,CP201551,C107904,West,Card,Digital,1,56+,31,7,3
2024-12-04,CP201552,C101786,South,Login,Branch,1,26-40,49,12,4
2024-08-27,CP201553,C107924,South,Fees,Digital,1,41-55,35,8,3
2024-09-19,CP201554,C104008,East,Login,Digital,1,18-25,38,9,3
2024-01-28,CP201555,C103112,North,Card,Branch,1,41-55,4,1,1
2024-05-20,CP201556,C104529,North,Service,Digital,1,26-40,21,5,2
2024-05-16,CP201557,C107160,North,Service,Digital,1,26-40,20,5,2
2024-11-01,CP201558,C106564,East,Login,Digital,1,26-40,44,11,4
2024-08-19,CP201559,C100202,South,Service,CallCenter,1,26-40,34,8,3
2024-10-13,CP201560,C100391,South,Login,Digital,1,18-25,41,10,4
2024-04-13,CP201561,C102347,South,Card,CallCenter,1,41-55,15,4,2
2024-05-29,CP201562,C106318,South,Login,Digital,1,26-40,22,5,2
2024-07-19,CP201563,C107116,North,Login,Digital,1,26-40,29,7,3
2024-11-13,CP201564,C103937,West,Service,Digital,1,41-55,46,11,4
2024-07-24,CP201565,C105221,East,Login,Digital,1,26-40,30,7,3
2024-10-01,CP201566,C106229,South,Login,Digital,1,26-40,40,10,4
2024-03-22,CP201567,C101325,South,Login,Digital,1,56+,12,3,1
2024-11-26,CP201568,C102515,North,Card,Branch,1,41-55,48,11,4
2024-07-02,CP201569,C103941,South,Fees,Digital,1,18-25,27,7,3
2024-10-26,CP201570,C103628,South,Card,CallCenter,1,41-55,43,10,4
2024-03-04,CP201571,C102271,West,Login,Digital,1,41-55,10,3,1
2024-12-12,CP201572,C103191,North,Login,Branch,1,18-25,50,12,4
2024-11-14,CP201573,C104333,South,Service,Branch,1,26-40,46,11,4
2024-10-16,CP201574,C107082,South,Card,CallCenter,1,41-55,42,10,4
2024-07-07,CP201575,C105145,North,Service,Digital,1,41-55,27,7,3
2024-04-19,CP201576,C100359,North,Card,Digital,1,26-40,16,4,2
2024-01-14,CP201577,C103504,West,Login,CallCenter,1,41-55,2,1,1
2024-11-11,CP201578,C106163,East,Login,CallCenter,1,26-40,46,11,4
2024-09-23,CP201579,C100263,West,Card,CallCenter,1,18-25,39,9,3
2024-02-06,CP201580,C104017,West,Fees,Branch,1,26-40,6,2,1
2024-08-07,CP201581,C101340,North,Service,Digital,1,18-25,32,8,3
2024-10-23,CP201582,C104337,South,Service,Digital,1,18-25,43,10,4
2024-12-18,CP201583,C107790,East,Login,Digital,1,41-55,51,12,4
2024-03-08,CP201584,C105426,West,Card,Branch,1,56+,10,3,1
2024-11-13,CP201585,C101787,South,Login,Digital,1,41-55,46,11,4
2024-07-31,CP201586,C104246,South,Fees,Branch,1,56+,31,7,3
2024-02-26,CP201587,C102746,South,Fees,CallCenter,1,18-25,9,2,1
2024-12-30,CP201588,C100259,South,Service,Digital,1,26-40,1,12,4
2024-10-29,CP201589,C105756,West,Login,Digital,1,18-25,44,10,4
2024-07-21,CP201590,C104605,East,Login,Branch,1,26-40,29,7,3
2024-11-13,CP201591,C105313,East,Login,CallCenter,1,41-55,46,11,4
2024-03-31,CP201592,C106975,East,Login,CallCenter,1,18-25,13,3,1
2024-02-07,CP201593,C103607,South,Service,Digital,1,26-40,6,2,1
2024-06-01,CP201594,C107816,South,Login,CallCenter,1,26-40,22,6,2
2024-02-03,CP201595,C103763,North,Service,Digital,1,26-40,5,2,1
2024-09-27,CP201596,C100775,North,Login,CallCenter,1,56+,39,9,3
2024-05-23,CP201597,C100617,East,Service,Digital,1,26-40,21,5,2
2024-08-03,CP201598,C104179,South,Service,Digital,1,56+,31,8,3
2024-03-27,CP201599,C102627,North,Fees,Digital,1,26-40,13,3,1
2024-03-10,CP201600,C102266,South,Card,Digital,1,41-55,10,3,1
2024-02-18,CP201601,C103469,East,Fees,Digital,1,56+,7,2,1
2024-08-08,CP201602,C104676,North,Fees,Digital,1,18-25,32,8,3
2024-11-09,CP201603,C102264,South,Login,Branch,1,26-40,45,11,4
2024-08-14,CP201604,C100481,North,Fees,Digital,1,18-25,33,8,3
2024-11-30,CP201605,C106678,North,Login,Branch,1,18-25,48,11,4
2024-06-06,CP201606,C100223,West,Card,Branch,1,56+,23,6,2
2024-07-20,CP201607,C102998,South,Card,Digital,1,56+,29,7,3
2024-08-08,CP201608,C106022,East,Fees,Branch,1,18-25,32,8,3
2024-04-14,CP201609,C104789,South,Login,Digital,1,41-55,15,4,2
2024-06-03,CP201610,C103728,East,Login,Digital,1,41-55,23,6,2
2024-05-14,CP201611,C107848,West,Service,CallCenter,1,18-25,20,5,2
2024-07-18,CP201612,C100039,West,Login,CallCenter,1,41-55,29,7,3
2024-01-04,CP201613,C106808,South,Fees,Digital,1,26-40,1,1,1
2024-01-20,CP201614,C102577,South,Card,CallCenter,1,56+,3,1,1
2024-01-28,CP201615,C101407,North,Login,CallCenter,1,18-25,4,1,1
2024-02-04,CP201616,C104663,East,Login,CallCenter,1,18-25,5,2,1
2024-08-30,CP201617,C104219,East,Login,CallCenter,1,41-55,35,8,3
2024-07-01,CP201618,C102310,North,Service,CallCenter,1,56+,27,7,3
2024-01-24,CP201619,C104318,South,Fees,Digital,1,56+,4,1,1
2024-02-14,CP201620,C107588,North,Fees,Digital,1,41-55,7,2,1
2024-09-03,CP201621,C101250,South,Card,CallCenter,1,18-25,36,9,3
2024-12-01,CP201622,C106493,West,Card,Branch,1,18-25,48,12,4
2024-03-31,CP201623,C107001,North,Fees,Digital,1,56+,13,3,1
2024-08-05,CP201624,C103861,West,Fees,Digital,1,18-25,32,8,3
2024-01-29,CP201625,C106566,East,Card,Branch,1,26-40,5,1,1
2024-10-11,CP201626,C105958,East,Card,Branch,1,41-55,41,10,4
2024-06-12,CP201627,C100759,South,Service,Digital,1,26-40,24,6,2
2024-06-01,CP201628,C106509,West,Card,CallCenter,1,26-40,22,6,2
2024-01-19,CP201629,C107919,West,Service,CallCenter,1,26-40,3,1,1
2024-08-01,CP201630,C102313,West,Card,Digital,1,18-25,31,8,3
2024-07-21,CP201631,C106931,South,Login,Digital,1,41-55,29,7,3
2024-02-18,CP201632,C105242,West,Card,Branch,1,26-40,7,2,1
2024-02-29,CP201633,C107565,West,Login,Branch,1,56+,9,2,1
2024-11-10,CP201634,C106925,East,Service,Branch,1,18-25,45,11,4
2024-02-10,CP201635,C101037,South,Login,CallCenter,1,26-40,6,2,1
2024-08-06,CP201636,C101135,East,Login,Digital,1,26-40,32,8,3
2024-02-18,CP201637,C105515,West,Card,Branch,1,56+,7,2,1
2024-09-29,CP201638,C103496,North,Card,CallCenter,1,41-55,39,9,3
2024-08-07,CP201639,C106118,East,Card,Branch,1,56+,32,8,3
2024-12-04,CP201640,C101565,South,Login,Digital,1,26-40,49,12,4
2024-09-08,CP201641,C101273,South,Login,Digital,1,26-40,36,9,3
2024-08-12,CP201642,C100890,East,Card,Digital,1,26-40,33,8,3
2024-12-23,CP201643,C106792,West,Service,Digital,1,41-55,52,12,4
2024-09-09,CP201644,C100445,North,Fees,Digital,1,41-55,37,9,3
2024-07-23,CP201645,C104347,North,Service,Digital,1,56+,30,7,3
2024-02-21,CP201646,C104761,South,Login,Branch,1,26-40,8,2,1
2024-01-13,CP201647,C105039,West,Login,Branch,1,41-55,2,1,1
2024-07-14,CP201648,C106775,North,Fees,Digital,1,26-40,28,7,3
2024-08-31,CP201649,C102091,North,Fees,Branch,1,56+,35,8,3
2024-04-08,CP201650,C105032,North,Fees,Digital,1,18-25,15,4,2
2024-09-12,CP201651,C102308,East,Login,Digital,1,26-40,37,9,3
2024-04-11,CP201652,C102744,East,Login,Digital,1,26-40,15,4,2
2024-10-26,CP201653,C103121,South,Service,CallCenter,1,26-40,43,10,4
2024-11-27,CP201654,C104783,South,Service,Branch,1,26-40,48,11,4
2024-01-24,CP201655,C107096,East,Card,Branch,1,26-40,4,1,1
2024-10-09,CP201656,C104540,South,Card,Digital,1,18-25,41,10,4
2024-10-30,CP201657,C106121,South,Fees,Digital,1,26-40,44,10,4
2024-03-08,CP201658,C105811,East,Card,Digital,1,18-25,10,3,1
2024-08-20,CP201659,C101451,South,Fees,Branch,1,41-55,34,8,3
2024-04-24,CP201660,C106713,South,Card,Digital,1,41-55,17,4,2
2024-11-12,CP201661,C101183,West,Service,CallCenter,1,18-25,46,11,4
2024-05-20,CP201662,C107731,South,Login,Branch,1,26-40,21,5,2
2024-01-15,CP201663,C106143,East,Card,CallCenter,1,41-55,3,1,1
2024-12-29,CP201664,C105839,South,Service,CallCenter,1,18-25,52,12,4
2024-08-24,CP201665,C102332,South,Login,CallCenter,1,41-55,34,8,3
2024-12-06,CP201666,C104842,West,Service,Digital,1,26-40,49,12,4
2024-03-30,CP201667,C107050,West,Card,Digital,1,56+,13,3,1
2024-09-14,CP201668,C104020,South,Login,Digital,1,26-40,37,9,3
2024-03-27,CP201669,C105209,West,Login,Branch,1,18-25,13,3,1
2024-05-26,CP201670,C103470,South,Card,Digital,1,26-40,21,5,2
2024-11-15,CP201671,C101249,West,Login,Digital,1,56+,46,11,4
2024-02-13,CP201672,C107515,South,Fees,Digital,1,26-40,7,2,1
2024-11-24,CP201673,C107583,North,Service,Branch,1,41-55,47,11,4
2024-10-19,CP201674,C104701,East,Fees,Digital,1,26-40,42,10,4
2024-04-07,CP201675,C107282,West,Login,Digital,1,18-25,14,4,2
2024-09-07,CP201676,C105407,South,Card,Digital,1,18-25,36,9,3
2024-01-27,CP201677,C106409,East,Fees,Branch,1,18-25,4,1,1
2024-10-15,CP201678,C104827,North,Card,Digital,1,26-40,42,10,4
2024-07-21,CP201679,C105263,South,Card,CallCenter,1,56+,29,7,3
2024-12-15,CP201680,C106882,North,Card,CallCenter,1,26-40,50,12,4
2024-01-05,CP201681,C104455,West,Card,Branch,1,26-40,1,1,1
2024-06-19,CP201682,C104085,East,Login,Digital,1,56+,25,6,2
2024-03-31,CP201683,C101137,South,Card,Branch,1,26-40,13,3,1
2024-03-05,CP201684,C107653,South,Login,Digital,1,18-25,10,3,1
2024-11-11,CP201685,C102573,South,Fees,Branch,1,41-55,46,11,4
2024-11-18,CP201686,C101198,South,Card,CallCenter,1,26-40,47,11,4
2024-02-22,CP201687,C103595,South,Fees,Digital,1,56+,8,2,1
2024-07-10,CP201688,C102549,South,Service,Digital,1,26-40,28,7,3
2024-10-12,CP201689,C106970,East,Login,Digital,1,41-55,41,10,4
2024-08-12,CP201690,C100799,South,Login,CallCenter,1,41-55,33,8,3
2024-11-10,CP201691,C104724,North,Service,Branch,1,18-25,45,11,4
2024-08-10,CP201692,C104855,East,Fees,Digital,1,56+,32,8,3
2024-08-23,CP201693,C103118,South,Card,Branch,1,26-40,34,8,3
2024-11-27,CP201694,C100810,West,Service,Digital,1,18-25,48,11,4
2024-12-31,CP201695,C105204,South,Login,CallCenter,1,18-25,1,12,4
2024-09-15,CP201696,C106509,West,Service,Branch,1,26-40,37,9,3
2024-03-20,CP201697,C104630,South,Card,Branch,1,26-40,12,3,1
2024-04-16,CP201698,C106123,South,Service,Branch,1,26-40,16,4,2
2024-04-13,CP201699,C103293,South,Card,Digital,1,26-40,15,4,2
2024-04-29,CP201700,C103165,South,Login,Branch,1,41-55,18,4,2
2024-02-29,CP201701,C107789,East,Login,Digital,1,26-40,9,2,1
2024-01-06,CP201702,C102354,South,Fees,Digital,1,26-40,1,1,1
2024-04-03,CP201703,C100481,North,Login,CallCenter,1,18-25,14,4,2
2024-07-16,CP201704,C103832,South,Service,CallCenter,1,26-40,29,7,3
2024-04-05,CP201705,C106470,South,Login,Digital,1,26-40,14,4,2
2024-08-14,CP201706,C105715,North,Fees,Digital,1,18-25,33,8,3
2024-08-08,CP201707,C106194,West,Fees,CallCenter,1,18-25,32,8,3
2024-07-31,CP201708,C107364,East,Login,Branch,1,18-25,31,7,3
2024-08-15,CP201709,C101013,South,Fees,Digital,1,56+,33,8,3
2024-04-04,CP201710,C106511,West,Login,Digital,1,18-25,14,4,2
2024-09-13,CP201711,C101831,South,Card,Digital,1,56+,37,9,3
2024-03-14,CP201712,C106453,South,Card,Digital,1,26-40,11,3,1
2024-08-28,CP201713,C105921,South,Fees,Digital,1,18-25,35,8,3
2024-06-05,CP201714,C102430,North,Fees,Branch,1,41-55,23,6,2
2024-06-25,CP201715,C106009,East,Login,CallCenter,1,56+,26,6,2
2024-11-22,CP201716,C106803,North,Login,Digital,1,26-40,47,11,4
2024-10-27,CP201717,C100471,East,Login,Branch,1,26-40,43,10,4
2024-11-12,CP201718,C102485,East,Card,Digital,1,26-40,46,11,4
2024-04-09,CP201719,C102934,South,Card,CallCenter,1,41-55,15,4,2
2024-07-14,CP201720,C100356,East,Fees,CallCenter,1,41-55,28,7,3
2024-03-10,CP201721,C104538,West,Login,Digital,1,18-25,10,3,1
2024-11-29,CP201722,C102900,North,Login,Digital,1,26-40,48,11,4
2024-09-21,CP201723,C101480,West,Service,Digital,1,26-40,38,9,3
2024-02-15,CP201724,C102831,North,Service,CallCenter,1,26-40,7,2,1
2024-08-13,CP201725,C105155,East,Card,Branch,1,18-25,33,8,3
2024-07-28,CP201726,C102149,East,Service,Digital,1,18-25,30,7,3
2024-10-25,CP201727,C102576,East,Fees,Digital,1,41-55,43,10,4
2024-06-24,CP201728,C104296,West,Login,Digital,1,26-40,26,6,2
2024-04-17,CP201729,C105965,West,Login,Branch,1,26-40,16,4,2
2024-10-07,CP201730,C107223,South,Service,Digital,1,18-25,41,10,4
2024-07-29,CP201731,C102932,East,Service,Digital,1,26-40,31,7,3
2024-02-27,CP201732,C103078,South,Service,Digital,1,41-55,9,2,1
2024-09-29,CP201733,C100917,South,Login,CallCenter,1,18-25,39,9,3
2024-10-04,CP201734,C106168,South,Card,Branch,1,26-40,40,10,4
2024-03-30,CP201735,C105147,North,Service,Digital,1,26-40,13,3,1
2024-12-19,CP201736,C107575,South,Service,CallCenter,1,56+,51,12,4
2024-12-06,CP201737,C106610,North,Fees,Digital,1,41-55,49,12,4
2024-09-19,CP201738,C105743,East,Fees,Digital,1,56+,38,9,3
2024-01-24,CP201739,C105394,North,Login,Digital,1,26-40,4,1,1
2024-02-25,CP201740,C102888,South,Fees,Branch,1,18-25,8,2,1
2024-10-05,CP201741,C103269,South,Login,Digital,1,18-25,40,10,4
2024-04-13,CP201742,C107935,North,Login,Digital,1,26-40,15,4,2
2024-04-26,CP201743,C104605,East,Service,Digital,1,26-40,17,4,2
2024-10-19,CP201744,C105115,West,Login,Digital,1,56+,42,10,4
2024-04-27,CP201745,C106957,South,Service,CallCenter,1,26-40,17,4,2
2024-05-01,CP201746,C103244,West,Card,CallCenter,1,18-25,18,5,2
2024-08-24,CP201747,C106438,South,Card,CallCenter,1,56+,34,8,3
2024-10-25,CP201748,C102098,North,Service,Branch,1,18-25,43,10,4
2024-06-18,CP201749,C104061,East,Card,CallCenter,1,41-55,25,6,2
2024-05-28,CP201750,C102169,North,Service,Branch,1,26-40,22,5,2
2024-03-20,CP201751,C105330,South,Login,Digital,1,41-55,12,3,1
2024-07-13,CP201752,C107537,North,Service,Digital,1,41-55,28,7,3
2024-12-01,CP201753,C105786,South,Card,Digital,1,56+,48,12,4
2024-06-07,CP201754,C105096,North,Service,Branch,1,41-55,23,6,2
2024-02-12,CP201755,C103236,South,Fees,Branch,1,56+,7,2,1
2024-06-25,CP201756,C101011,East,Card,Digital,1,26-40,26,6,2
2024-02-19,CP201757,C106410,South,Login,Branch,1,18-25,8,2,1
2024-11-06,CP201758,C106844,North,Login,Digital,1,41-55,45,11,4
2024-10-02,CP201759,C105391,West,Card,CallCenter,1,26-40,40,10,4
2024-03-20,CP201760,C104480,West,Fees,Digital,1,26-40,12,3,1
2024-06-08,CP201761,C107457,South,Login,Digital,1,41-55,23,6,2
2024-05-30,CP201762,C106272,West,Service,Digital,1,26-40,22,5,2
2024-12-26,CP201763,C102920,South,Fees,Digital,1,56+,52,12,4
2024-01-20,CP201764,C102469,South,Fees,CallCenter,1,26-40,3,1,1
2024-12-18,CP201765,C106554,South,Fees,CallCenter,1,18-25,51,12,4
2024-07-16,CP201766,C101813,North,Card,CallCenter,1,26-40,29,7,3
2024-09-28,CP201767,C105869,West,Fees,Digital,1,18-25,39,9,3
2024-04-17,CP201768,C107027,South,Login,Digital,1,26-40,16,4,2
2024-06-26,CP201769,C101325,South,Service,Digital,1,56+,26,6,2
2024-06-26,CP201770,C101462,South,Card,Digital,1,18-25,26,6,2
2024-03-08,CP201771,C104136,South,Fees,Digital,1,26-40,10,3,1
2024-03-22,CP201772,C104993,South,Fees,CallCenter,1,26-40,12,3,1
2024-10-24,CP201773,C100436,South,Service,Digital,1,18-25,43,10,4
2024-01-04,CP201774,C103823,East,Login,Digital,1,18-25,1,1,1
2024-11-17,CP201775,C104232,North,Card,Digital,1,41-55,46,11,4
2024-02-17,CP201776,C103527,East,Fees,Digital,1,18-25,7,2,1
2024-01-27,CP201777,C101321,South,Card,CallCenter,1,26-40,4,1,1
2024-03-09,CP201778,C100148,West,Card,CallCenter,1,26-40,10,3,1
2024-03-19,CP201779,C105496,South,Card,Digital,1,56+,12,3,1
2024-12-13,CP201780,C107412,East,Service,CallCenter,1,18-25,50,12,4
2024-12-09,CP201781,C106938,East,Card,Digital,1,18-25,50,12,4
2024-05-14,CP201782,C106648,West,Fees,Branch,1,56+,20,5,2
2024-12-10,CP201783,C101595,South,Card,Digital,1,41-55,50,12,4
2024-08-21,CP201784,C100935,West,Service,Digital,1,18-25,34,8,3
2024-10-10,CP201785,C103182,South,Fees,Branch,1,26-40,41,10,4
2024-07-07,CP201786,C102041,South,Login,Digital,1,41-55,27,7,3
2024-01-16,CP201787,C104401,East,Service,Digital,1,41-55,3,1,1
2024-12-22,CP201788,C104568,West,Fees,Digital,1,26-40,51,12,4
2024-07-29,CP201789,C104716,South,Card,Digital,1,26-40,31,7,3
2024-02-09,CP201790,C100596,East,Card,Digital,1,41-55,6,2,1
2024-04-16,CP201791,C105481,North,Service,Branch,1,18-25,16,4,2
2024-02-01,CP201792,C100088,South,Login,Digital,1,18-25,5,2,1
2024-02-07,CP201793,C106805,East,Card,Digital,1,41-55,6,2,1
2024-09-15,CP201794,C102553,North,Login,Digital,1,56+,37,9,3
2024-09-13,CP201795,C102365,South,Login,Digital,1,41-55,37,9,3
2024-11-10,CP201796,C105545,East,Login,Digital,1,26-40,45,11,4
2024-10-18,CP201797,C104389,East,Card,Branch,1,26-40,42,10,4
2024-10-23,CP201798,C102878,South,Card,Digital,1,26-40,43,10,4
2024-09-12,CP201799,C106520,South,Login,CallCenter,1,56+,37,9,3
2024-05-09,CP201800,C104140,South,Fees,Digital,1,26-40,19,5,2
2024-08-10,CP201801,C103228,East,Login,CallCenter,1,41-55,32,8,3
2024-01-09,CP201802,C106440,South,Card,Branch,1,26-40,2,1,1
2024-07-26,CP201803,C102585,East,Card,Digital,1,26-40,30,7,3
2024-02-27,CP201804,C103789,South,Login,Branch,1,41-55,9,2,1
2024-05-24,CP201805,C103870,North,Login,CallCenter,1,26-40,21,5,2
2024-08-02,CP201806,C103355,North,Fees,Branch,1,26-40,31,8,3
2024-04-20,CP201807,C105687,South,Card,CallCenter,1,18-25,16,4,2
2024-11-09,CP201808,C100406,South,Card,CallCenter,1,26-40,45,11,4
2024-02-10,CP201809,C104466,South,Card,Branch,1,18-25,6,2,1
2024-04-18,CP201810,C107781,South,Card,CallCenter,1,26-40,16,4,2
2024-09-04,CP201811,C105939,West,Fees,Branch,1,41-55,36,9,3
2024-03-10,CP201812,C106846,South,Card,CallCenter,1,26-40,10,3,1
2024-10-30,CP201813,C106060,North,Card,CallCenter,1,41-55,44,10,4
2024-07-07,CP201814,C103241,North,Fees,CallCenter,1,26-40,27,7,3
2024-05-25,CP201815,C103093,South,Fees,Digital,1,56+,21,5,2
2024-03-21,CP201816,C104847,East,Login,Branch,1,41-55,12,3,1
2024-11-02,CP201817,C101688,North,Card,Digital,1,26-40,44,11,4
2024-07-07,CP201818,C100423,West,Card,CallCenter,1,18-25,27,7,3
2024-03-08,CP201819,C101132,South,Fees,Digital,1,18-25,10,3,1
2024-02-10,CP201820,C105649,South,Card,Branch,1,18-25,6,2,1
2024-06-18,CP201821,C103505,South,Fees,Branch,1,26-40,25,6,2
2024-12-16,CP201822,C104434,East,Service,CallCenter,1,26-40,51,12,4
2024-06-11,CP201823,C107495,East,Card,Digital,1,41-55,24,6,2
2024-12-24,CP201824,C104497,South,Login,Digital,1,26-40,52,12,4
2024-11-10,CP201825,C103412,East,Login,Digital,1,26-40,45,11,4
2024-09-19,CP201826,C106968,East,Fees,Digital,1,26-40,38,9,3
2024-02-09,CP201827,C103609,North,Service,CallCenter,1,26-40,6,2,1
2024-05-03,CP201828,C104318,South,Login,Digital,1,56+,18,5,2
2024-10-01,CP201829,C107170,South,Card,Branch,1,26-40,40,10,4
2024-09-03,CP201830,C102537,East,Card,Digital,1,26-40,36,9,3
2024-10-17,CP201831,C104849,South,Login,CallCenter,1,41-55,42,10,4
2024-02-01,CP201832,C105664,East,Card,Digital,1,18-25,5,2,1
2024-04-04,CP201833,C103892,South,Login,Digital,1,26-40,14,4,2
2024-04-08,CP201834,C104229,South,Login,Digital,1,26-40,15,4,2
2024-06-28,CP201835,C104792,South,Card,Digital,1,26-40,26,6,2
2024-01-22,CP201836,C101608,West,Login,Branch,1,26-40,4,1,1
2024-01-11,CP201837,C102987,West,Service,Digital,1,26-40,2,1,1
2024-01-14,CP201838,C107860,South,Card,Digital,1,41-55,2,1,1
2024-11-15,CP201839,C101333,South,Login,Digital,1,56+,46,11,4
2024-07-10,CP201840,C101932,South,Card,CallCenter,1,41-55,28,7,3
2024-08-16,CP201841,C102024,South,Login,Branch,1,26-40,33,8,3
2024-06-30,CP201842,C105265,South,Login,Digital,1,18-25,26,6,2
2024-11-15,CP201843,C106709,East,Service,Digital,1,18-25,46,11,4
2024-12-07,CP201844,C101487,South,Service,Digital,1,26-40,49,12,4
2024-06-18,CP201845,C103744,South,Fees,Branch,1,18-25,25,6,2
2024-02-03,CP201846,C101372,East,Login,Digital,1,26-40,5,2,1
