date,ticket_id,customer_id,region,type,resolution_time_hours,channel,segment,week_of_year,month,quarter
2024-02-02,TK501784,C103692,South,AppBug,19.97,Digital,18-25,5,2,1
2024-06-26,TK501785,C100739,East,Card,13.05,Digital,26-40,26,6,2
2024-01-26,TK501786,C103255,North,Card,15.3,CallCenter,41-55,4,1,1
2024-09-07,TK501787,C103217,South,Other,5.9,Branch,18-25,36,9,3
2024-04-10,TK501788,C106976,South,Login,14.39,CallCenter,41-55,15,4,2
2024-11-14,TK501789,C104686,East,Transfer,11.43,CallCenter,26-40,46,11,4
2024-02-19,TK501790,C105595,South,Transfer,8.96,CallCenter,41-55,8,2,1
2024-08-25,TK501791,C103735,West,AppBug,10.8,Digital,56+,34,8,3
2024-07-29,TK501792,C104853,South,Card,7.86,Digital,18-25,31,7,3
2024-06-19,TK501793,C101117,South,Transfer,15.03,Digital,41-55,25,6,2
2024-09-22,TK501794,C102541,South,Login,12.97,Branch,26-40,38,9,3
2024-10-18,TK501795,C100021,South,Login,13.82,Digital,26-40,42,10,4
2024-05-01,TK501796,C103539,East,Login,2.02,CallCenter,26-40,18,5,2
2024-08-15,TK501797,C100094,North,Login,1.0,Digital,26-40,33,8,3
2024-12-14,TK501798,C102906,East,Transfer,9.86,CallCenter,56+,50,12,4
2024-05-01,TK501799,C103024,South,Transfer,17.7,Digital,26-40,18,5,2
2024-01-20,TK501800,C105582,East,Login,14.54,CallCenter,26-40,3,1,1
2024-12-11,TK501801,C104721,North,Login,17.18,Digital,26-40,50,12,4
2024-07-21,TK501802,C104004,North,Transfer,20.1,Digital,26-40,29,7,3
2024-09-14,TK501803,C106394,East,Transfer,4.33,Digital,41-55,37,9,3
2024-02-02,TK501804,C100537,West,Other,19.42,CallCenter,18-25,5,2,1
2024-04-16,TK501805,C105372,North,AppBug,16.68,CallCenter,18-25,16,4,2
2024-06-23,TK501806,C105870,South,Card,7.78,Digital,41-55,25,6,2
2024-11-17,TK501807,C106719,South,Card,7.36,CallCenter,26-40,46,11,4
2024-07-08,TK501808,C103325,South,Transfer,1.0,CallCenter,41-55,28,7,3
2024-06-30,TK501809,C106725,East,Other,13.79,Branch,26-40,26,6,2
2024-01-16,TK501810,C101975,North,AppBug,7.15,Digital,18-25,3,1,1
2024-11-24,TK501811,C105321,North,Card,5.72,Digital,41-55,47,11,4
2024-02-21,TK501812,C102989,West,Card,7.18,CallCenter,41-55,8,2,1
2024-01-27,TK501813,C106164,North,Other,18.12,CallCenter,56+,4,1,1
2024-10-05,TK501814,C101796,North,Card,5.66,Digital,26-40,40,10,4
2024-05-13,TK501815,C100708,North,Login,14.58,Digital,26-40,20,5,2
2024-05-10,TK501816,C104108,South,AppBug,20.54,CallCenter,56+,19,5,2
2024-12-21,TK501817,C102907,North,Login,10.37,CallCenter,18-25,51,12,4
2024-12-18,TK501818,C104225,South,Other,14.49,CallCenter,56+,51,12,4
2024-03-28,TK501819,C100789,East,Other,15.43,Branch,41-55,13,3,1
2024-01-13,TK501820,C103705,South,Login,6.01,CallCenter,18-25,2,1,1
2024-06-02,TK501821,C106083,South,Transfer,11.51,Digital,18-25,22,6,2
2024-07-22,TK501822,C104560,South,AppBug,9.64,Digital,56+,30,7,3
2024-01-01,TK501823,C107403,East,Transfer,10.43,Digital,26-40,1,1,1
2024-08-14,TK501824,C100244,West,Card,16.41,Digital,41-55,33,8,3
2024-05-01,TK501825,C101186,East,Transfer,15.06,CallCenter,26-40,18,5,2
2024-09-21,TK501826,C102792,South,Transfer,6.45,CallCenter,41-55,38,9,3
2024-01-07,TK501827,C105204,South,Transfer,4.7,Digital,18-25,1,1,1
2024-03-02,TK501828,C104589,East,Other,8.34,Digital,56+,9,3,1
2024-10-14,TK501829,C107753,South,Card,18.48,Digital,41-55,42,10,4
2024-05-10,TK501830,C105403,East,Card,10.41,Digital,18-25,19,5,2
2024-04-23,TK501831,C102003,North,Transfer,17.06,Digital,41-55,17,4,2
2024-02-27,TK501832,C101740,South,Card,7.74,Branch,26-40,9,2,1
2024-07-21,TK501833,C101450,West,Login,11.25,Branch,41-55,29,7,3
2024-01-18,TK501834,C106473,North,Transfer,5.8,Digital,26-40,3,1,1
2024-04-29,TK501835,C105405,South,Card,17.41,Digital,41-55,18,4,2
2024-01-09,TK501836,C100875,South,AppBug,13.12,Digital,56+,2,1,1
2024-02-05,TK501837,C103207,East,AppBug,10.08,CallCenter,18-25,6,2,1
2024-09-22,TK501838,C106211,South,Card,20.69,CallCenter,41-55,38,9,3
2024-02-27,TK501839,C106973,West,Transfer,15.01,Digital,56+,9,2,1
2024-02-13,TK501840,C100157,South,Card,6.66,CallCenter,41-55,7,2,1
2024-12-07,TK501841,C100181,East,Card,6.38,Digital,56+,49,12,4
2024-08-03,TK501842,C103696,East,Card,5.78,Digital,26-40,31,8,3
2024-02-09,TK501843,C100144,South,Card,9.58,Digital,26-40,6,2,1
2024-03-08,TK501844,C102455,East,Login,9.88,Digital,26-40,10,3,1
2024-11-25,TK501845,C105571,North,Other,14.54,Digital,18-25,48,11,4
2024-09-02,TK501846,C104764,South,Login,24.96,CallCenter,26-40,36,9,3
2024-07-01,TK501847,C104959,West,Transfer,11.98,Digital,41-55,27,7,3
2024-07-15,TK501848,C106689,West,Card,9.94,Digital,26-40,29,7,3
2024-12-05,TK501849,C104672,North,AppBug,10.23,Digital,18-25,49,12,4
2024-05-14,TK501850,C105628,West,Transfer,5.72,Branch,18-25,20,5,2
2024-02-26,TK501851,C104742,South,Card,16.63,Digital,41-55,9,2,1
2024-07-07,TK501852,C106444,South,Login,15.02,Digital,26-40,27,7,3
2024-01-13,TK501853,C103790,East,AppBug,11.05,CallCenter,26-40,2,1,1
2024-12-01,TK501854,C102014,West,Transfer,8.41,CallCenter,26-40,48,12,4
2024-07-13,TK501855,C101247,South,AppBug,9.29,CallCenter,18-25,28,7,3
2024-01-15,TK501856,C102358,East,AppBug,20.72,CallCenter,56+,3,1,1
2024-11-07,TK501857,C105220,South,Login,9.31,Digital,18-25,45,11,4
2024-08-25,TK501858,C101112,South,Card,12.6,Branch,41-55,34,8,3
2024-05-20,TK501859,C100722,East,AppBug,7.6,CallCenter,18-25,21,5,2
2024-03-05,TK501860,C102181,South,Transfer,2.14,Branch,56+,10,3,1
2024-03-10,TK501861,C107272,North,Login,16.58,Digital,18-25,10,3,1
2024-09-10,TK501862,C107801,South,Card,1.0,Digital,41-55,37,9,3
2024-01-15,TK501863,C101297,West,Card,4.73,CallCenter,18-25,3,1,1
2024-10-16,TK501864,C107541,South,Transfer,18.45,Branch,26-40,42,10,4
2024-06-06,TK501865,C101620,North,Login,4.0,Digital,18-25,23,6,2
2024-11-02,TK501866,C104575,South,AppBug,8.97,Digital,18-25,44,11,4
2024-06-12,TK501867,C106566,East,AppBug,17.66,CallCenter,26-40,24,6,2
2024-09-20,TK501868,C101966,South,AppBug,11.66,CallCenter,41-55,38,9,3
2024-11-29,TK501869,C106926,South,Card,11.23,Digital,26-40,48,11,4
2024-03-23,TK501870,C107846,South,Transfer,12.81,Digital,26-40,12,3,1
2024-12-13,TK501871,C104348,West,AppBug,6.0,Digital,26-40,50,12,4
2024-12-10,TK501872,C100343,South,Card,1.0,Branch,26-40,50,12,4
2024-03-01,TK501873,C104506,East,AppBug,20.17,CallCenter,26-40,9,3,1
2024-08-07,TK501874,C107174,North,Transfer,16.52,Digital,26-40,32,8,3
2024-04-11,TK501875,C107741,South,Card,4.89,Branch,26-40,15,4,2
2024-12-08,TK501876,C104370,West,Card,1.0,Digital,26-40,49,12,4
2024-08-31,TK501877,C100584,West,Login,2.48,Digital,56+,35,8,3
2024-06-07,TK501878,C104974,North,Card,16.62,Digital,26-40,23,6,2
2024-01-07,TK501879,C101970,East,Transfer,7.87,Digital,26-40,1,1,1
2024-02-19,TK501880,C101945,North,Login,9.11,CallCenter,56+,8,2,1
2024-10-12,TK501881,C107581,South,AppBug,7.41,CallCenter,41-55,41,10,4
2024-07-12,TK501882,C102162,South,Card,12.03,CallCenter,26-40,28,7,3
2024-12-26,TK501883,C103733,North,AppBug,20.14,CallCenter,26-40,52,12,4
2024-05-11,TK501884,C106932,West,Login,7.11,CallCenter,26-40,19,5,2
2024-03-25,TK501885,C102003,North,Login,5.81,Digital,41-55,13,3,1
2024-08-31,TK501886,C106780,South,Login,21.89,Digital,26-40,35,8,3
2024-08-30,TK501887,C101070,South,Transfer,9.15,Digital,56+,35,8,3
2024-02-09,TK501888,C103601,North,Card,10.68,CallCenter,18-25,6,2,1
2024-09-06,TK501889,C102411,North,Card,9.68,CallCenter,56+,36,9,3
2024-02-18,TK501890,C103144,North,AppBug,16.21,Digital,41-55,7,2,1
2024-12-03,TK501891,C104256,East,Other,1.0,Digital,18-25,49,12,4
2024-05-07,TK501892,C102863,South,Card,3.58,Digital,18-25,19,5,2
2024-04-08,TK501893,C104862,South,AppBug,1.71,Digital,26-40,15,4,2
2024-06-09,TK501894,C102761,East,AppBug,24.08,CallCenter,56+,23,6,2
2024-05-28,TK501895,C100829,West,Card,9.86,CallCenter,26-40,22,5,2
2024-01-15,TK501896,C102074,North,Card,3.69,Digital,26-40,3,1,1
2024-11-22,TK501897,C100142,South,Card,16.2,Digital,56+,47,11,4
2024-06-29,TK501898,C100571,West,Card,17.09,CallCenter,41-55,26,6,2
2024-08-30,TK501899,C105232,East,Login,16.64,Branch,26-40,35,8,3
2024-06-19,TK501900,C104578,South,Card,7.28,Branch,26-40,25,6,2
2024-11-24,TK501901,C104647,South,Login,9.17,CallCenter,18-25,47,11,4
2024-10-05,TK501902,C100365,West,AppBug,15.37,CallCenter,26-40,40,10,4
2024-04-22,TK501903,C100918,West,AppBug,18.36,Digital,26-40,17,4,2
2024-02-14,TK501904,C105539,West,Card,3.4,Digital,18-25,7,2,1
2024-06-19,TK501905,C107052,South,Login,11.97,CallCenter,26-40,25,6,2
2024-11-26,TK501906,C102205,South,Transfer,8.53,CallCenter,26-40,48,11,4
2024-03-28,TK501907,C105938,East,AppBug,7.69,CallCenter,41-55,13,3,1
2024-11-04,TK501908,C100506,South,Transfer,17.93,CallCenter,26-40,45,11,4
2024-08-13,TK501909,C106637,South,Transfer,16.89,Digital,41-55,33,8,3
2024-02-01,TK501910,C105049,North,AppBug,15.91,Digital,56+,5,2,1
2024-12-18,TK501911,C105186,South,Other,6.77,Digital,18-25,51,12,4
2024-11-25,TK501912,C102413,South,AppBug,13.31,CallCenter,26-40,48,11,4
2024-05-29,TK501913,C103512,South,Login,19.33,Digital,56+,22,5,2
2024-01-03,TK501914,C104279,East,Transfer,16.63,Branch,41-55,1,1,1
2024-04-03,TK501915,C104140,South,Card,7.94,Digital,26-40,14,4,2
2024-10-09,TK501916,C102343,West,Other,4.79,CallCenter,26-40,41,10,4
2024-03-05,TK501917,C103328,West,Card,9.19,Digital,26-40,10,3,1
2024-09-12,TK501918,C101870,North,Transfer,1.0,CallCenter,26-40,37,9,3
2024-12-29,TK501919,C102774,North,Login,16.91,Digital,41-55,52,12,4
2024-04-30,TK501920,C107095,West,Transfer,9.8,CallCenter,26-40,18,4,2
2024-08-01,TK501921,C103234,East,Card,19.53,Digital,18-25,31,8,3
2024-02-21,TK501922,C106792,West,Login,11.54,Digital,41-55,8,2,1
2024-12-08,TK501923,C107208,South,Login,21.14,Branch,18-25,49,12,4
2024-02-27,TK501924,C104011,North,Other,14.57,Branch,18-25,9,2,1
2024-02-17,TK501925,C103350,North,Login,13.47,CallCenter,18-25,7,2,1
2024-10-04,TK501926,C105665,South,Other,8.79,Digital,41-55,40,10,4
2024-02-21,TK501927,C102942,South,AppBug,21.03,CallCenter,41-55,8,2,1
2024-09-18,TK501928,C100654,South,AppBug,1.0,CallCenter,56+,38,9,3
2024-05-04,TK501929,C101500,East,Transfer,14.84,Digital,41-55,18,5,2
2024-04-06,TK501930,C107852,East,Transfer,12.93,Digital,26-40,14,4,2
2024-12-26,TK501931,C103600,West,Transfer,10.16,Digital,26-40,52,12,4
2024-06-22,TK501932,C107421,South,Transfer,9.96,Branch,18-25,25,6,2
2024-09-22,TK501933,C107870,South,Login,13.28,Digital,18-25,38,9,3
2024-10-26,TK501934,C103623,East,AppBug,30.33,Digital,41-55,43,10,4
2024-12-18,TK501935,C102651,South,Card,22.38,Digital,26-40,51,12,4
2024-03-10,TK501936,C105893,South,Login,1.39,Digital,41-55,10,3,1
2024-12-01,TK501937,C103527,East,AppBug,9.0,Digital,18-25,48,12,4
2024-09-07,TK501938,C107371,North,Card,9.38,CallCenter,41-55,36,9,3
2024-03-23,TK501939,C106762,South,Login,18.48,Digital,56+,12,3,1
2024-04-07,TK501940,C104243,West,Login,16.6,CallCenter,26-40,14,4,2
2024-08-25,TK501941,C100995,West,Card,10.99,CallCenter,26-40,34,8,3
2024-08-18,TK501942,C101096,South,Other,1.54,Branch,18-25,33,8,3
2024-04-18,TK501943,C104272,South,Transfer,21.47,Branch,41-55,16,4,2
2024-06-15,TK501944,C106095,South,AppBug,13.95,CallCenter,26-40,24,6,2
2024-11-09,TK501945,C100042,West,Login,6.6,CallCenter,41-55,45,11,4
2024-07-27,TK501946,C107190,North,AppBug,29.08,Digital,26-40,30,7,3
2024-03-07,TK501947,C105873,West,Transfer,12.33,CallCenter,18-25,10,3,1
2024-09-04,TK501948,C105124,West,AppBug,8.46,Digital,26-40,36,9,3
2024-01-22,TK501949,C104018,South,Transfer,16.7,Digital,18-25,4,1,1
2024-11-17,TK501950,C105069,South,AppBug,9.29,Digital,26-40,46,11,4
2024-08-17,TK501951,C103745,West,Transfer,14.06,Digital,41-55,33,8,3
2024-06-11,TK501952,C105009,South,Login,1.0,Digital,26-40,24,6,2
2024-09-30,TK501953,C101790,South,Other,4.49,Digital,41-55,40,9,3
2024-03-17,TK501954,C104026,West,Transfer,10.81,CallCenter,41-55,11,3,1
2024-04-10,TK501955,C106870,South,Login,11.04,Digital,41-55,15,4,2
2024-01-13,TK501956,C100784,East,Card,12.54,Digital,56+,2,1,1
2024-04-24,TK501957,C105778,North,AppBug,23.01,Digital,41-55,17,4,2
2024-11-28,TK501958,C101415,South,Transfer,4.42,Branch,41-55,48,11,4
2024-06-12,TK501959,C100955,South,Card,1.69,Branch,56+,24,6,2
2024-08-05,TK501960,C101680,South,AppBug,20.62,Branch,41-55,32,8,3
2024-04-01,TK501961,C101056,East,Login,13.68,Branch,56+,14,4,2
2024-08-10,TK501962,C101791,North,Transfer,9.1,Branch,26-40,32,8,3
2024-03-10,TK501963,C100388,South,Transfer,14.18,Digital,18-25,10,3,1
2024-11-23,TK501964,C103578,East,Login,11.25,Branch,41-55,47,11,4
2024-04-01,TK501965,C107357,South,AppBug,13.15,Digital,18-25,14,4,2
2024-12-12,TK501966,C101338,South,Transfer,18.08,Branch,56+,50,12,4
2024-07-14,TK501967,C103683,West,Transfer,11.4,CallCenter,26-40,28,7,3
2024-03-04,TK501968,C102842,South,Login,15.04,Digital,26-40,10,3,1
2024-05-31,TK501969,C107274,South,Login,11.98,Branch,41-55,22,5,2
2024-08-14,TK501970,C105476,South,Card,5.0,CallCenter,18-25,33,8,3
2024-09-29,TK501971,C104283,South,Transfer,14.05,Digital,18-25,39,9,3
2024-11-19,TK501972,C101837,South,Transfer,16.6,Digital,26-40,47,11,4
2024-03-04,TK501973,C100646,East,Transfer,15.69,Digital,18-25,10,3,1
2024-12-19,TK501974,C101640,East,Card,7.86,Digital,41-55,51,12,4
2024-06-22,TK501975,C100687,South,Transfer,20.7,CallCenter,56+,25,6,2
2024-01-02,TK501976,C100167,West,Card,1.0,Digital,41-55,1,1,1
2024-12-07,TK501977,C103089,South,Card,16.65,Digital,56+,49,12,4
2024-07-24,TK501978,C107376,West,Card,13.45,Digital,18-25,30,7,3
2024-02-07,TK501979,C105024,North,Login,14.59,Digital,41-55,6,2,1
2024-04-18,TK501980,C106231,South,Login,5.92,CallCenter,26-40,16,4,2
2024-12-27,TK501981,C107866,South,Transfer,15.7,Digital,18-25,52,12,4
2024-10-10,TK501982,C104406,South,AppBug,4.97,Digital,56+,41,10,4
2024-04-07,TK501983,C101361,South,Transfer,21.48,CallCenter,26-40,14,4,2
2024-09-20,TK501984,C107135,South,Card,9.91,CallCenter,41-55,38,9,3
2024-03-01,TK501985,C103365,West,Login,6.58,Digital,26-40,9,3,1
2024-03-14,TK501986,C102973,South,Login,7.8,Digital,56+,11,3,1
2024-03-06,TK501987,C106515,South,Login,15.47,Digital,26-40,10,3,1
2024-09-09,TK501988,C101310,South,Other,13.91,Digital,26-40,37,9,3
2024-12-05,TK501989,C106038,West,Login,10.44,Digital,26-40,49,12,4
2024-08-04,TK501990,C105044,West,Login,7.7,Digital,26-40,31,8,3
2024-08-25,TK501991,C102934,South,Transfer,6.87,CallCenter,41-55,34,8,3
2024-03-31,TK501992,C100633,East,Other,11.34,Branch,26-40,13,3,1
2024-04-14,TK501993,C103419,West,Login,15.35,Digital,56+,15,4,2
2024-11-04,TK501994,C106910,South,Login,17.38,Digital,41-55,45,11,4
2024-11-05,TK501995,C103210,South,Transfer,20.1,Digital,26-40,45,11,4
2024-06-25,TK501996,C105549,South,Login,8.36,Digital,26-40,26,6,2
2024-02-02,TK501997,C106395,South,Transfer,13.44,Digital,41-55,5,2,1
2024-06-05,TK501998,C103437,South,Login,8.19,CallCenter,26-40,23,6,2
2024-07-26,TK501999,C105743,East,Card,11.33,Digital,56+,30,7,3
2024-09-08,TK502000,C104028,South,Card,13.05,CallCenter,26-40,36,9,3
2024-05-25,TK502001,C103690,South,AppBug,3.31,Digital,18-25,21,5,2
2024-11-08,TK502002,C105874,South,Card,16.67,Digital,18-25,45,11,4
2024-06-04,TK502003,C106160,South,Card,18.15,Digital,41-55,23,6,2
2024-10-16,TK502004,C106665,South,Login,5.42,Branch,41-55,42,10,4
2024-01-08,TK502005,C102326,South,Card,18.73,Digital,18-25,2,1,1
2024-02-29,TK502006,C103378,South,Login,9.5,Digital,26-40,9,2,1
2024-08-03,TK502007,C101352,South,Transfer,15.77,Digital,26-40,31,8,3
2024-06-22,TK502008,C103304,East,AppBug,20.51,CallCenter,41-55,25,6,2
2024-03-18,TK502009,C102047,South,Card,7.28,CallCenter,26-40,12,3,1
2024-03-01,TK502010,C106624,West,Card,16.01,Digital,18-25,9,3,1
2024-03-25,TK502011,C100018,South,Card,14.54,Digital,41-55,13,3,1
2024-07-23,TK502012,C101524,North,Card,9.39,Digital,41-55,30,7,3
2024-01-01,TK502013,C106992,South,AppBug,8.31,Digital,56+,1,1,1
2024-11-06,TK502014,C102291,East,AppBug,10.12,CallCenter,41-55,45,11,4
2024-05-06,TK502015,C106824,South,Transfer,8.86,Digital,26-40,19,5,2
2024-06-18,TK502016,C102827,South,Other,10.86,Branch,18-25,25,6,2
2024-07-23,TK502017,C101516,West,AppBug,7.24,CallCenter,18-25,30,7,3
2024-01-22,TK502018,C106013,West,Login,12.2,Digital,41-55,4,1,1
2024-07-04,TK502019,C104995,South,Card,16.86,Digital,26-40,27,7,3
2024-06-08,TK502020,C107870,South,AppBug,25.41,CallCenter,18-25,23,6,2
2024-05-24,TK502021,C105488,South,AppBug,8.07,CallCenter,26-40,21,5,2
2024-07-02,TK502022,C105120,South,Card,14.64,Branch,41-55,27,7,3
2024-02-20,TK502023,C102062,East,Other,10.21,Digital,26-40,8,2,1
2024-01-04,TK502024,C101347,West,Transfer,22.5,Digital,26-40,1,1,1
2024-04-12,TK502025,C101940,West,Transfer,9.22,Digital,26-40,15,4,2
2024-01-13,TK502026,C101671,West,Login,14.72,CallCenter,41-55,2,1,1
2024-02-02,TK502027,C102928,West,Card,10.04,Digital,26-40,5,2,1
2024-03-11,TK502028,C100388,South,Card,16.81,CallCenter,18-25,11,3,1
2024-10-03,TK502029,C107263,South,Login,19.34,CallCenter,18-25,40,10,4
2024-05-08,TK502030,C106603,West,Transfer,23.92,Digital,18-25,19,5,2
2024-10-12,TK502031,C106262,South,Transfer,4.83,Digital,18-25,41,10,4
2024-12-29,TK502032,C103223,South,AppBug,7.31,Digital,41-55,52,12,4
2024-03-26,TK502033,C105682,North,AppBug,17.43,Digital,18-25,13,3,1
2024-11-06,TK502034,C105441,North,Transfer,11.39,Branch,41-55,45,11,4
2024-06-22,TK502035,C106990,West,Card,6.32,Branch,18-25,25,6,2
2024-09-06,TK502036,C100945,East,Card,13.34,CallCenter,26-40,36,9,3
2024-05-06,TK502037,C102379,North,AppBug,16.32,Branch,41-55,19,5,2
2024-06-30,TK502038,C106800,North,Other,14.62,CallCenter,26-40,26,6,2
2024-10-20,TK502039,C102717,East,Card,6.86,Digital,56+,42,10,4
2024-05-14,TK502040,C100720,East,AppBug,18.46,Branch,26-40,20,5,2
2024-02-14,TK502041,C105593,North,Card,2.98,Digital,18-25,7,2,1
2024-10-13,TK502042,C106084,East,Transfer,14.94,Digital,18-25,41,10,4
2024-03-17,TK502043,C100999,East,Transfer,13.02,Digital,26-40,11,3,1
2024-07-07,TK502044,C105523,South,Login,7.4,CallCenter,41-55,27,7,3
2024-08-31,TK502045,C105178,South,Other,16.79,Branch,26-40,35,8,3
2024-03-09,TK502046,C104961,South,Transfer,4.81,CallCenter,18-25,10,3,1
2024-01-27,TK502047,C107763,South,Transfer,15.45,CallCenter,26-40,4,1,1
2024-08-30,TK502048,C104356,West,Transfer,4.65,Branch,56+,35,8,3
2024-11-21,TK502049,C102810,South,Card,7.84,CallCenter,18-25,47,11,4
2024-03-11,TK502050,C104343,West,Login,8.43,CallCenter,26-40,11,3,1
2024-08-03,TK502051,C105759,South,Login,21.06,Digital,18-25,31,8,3
2024-12-29,TK502052,C107284,South,AppBug,6.85,Digital,56+,52,12,4
2024-12-17,TK502053,C105065,North,AppBug,6.96,CallCenter,26-40,51,12,4
2024-03-21,TK502054,C102993,South,AppBug,18.32,Digital,26-40,12,3,1
2024-06-16,TK502055,C100002,South,Transfer,18.05,Branch,56+,24,6,2
2024-01-04,TK502056,C103320,South,Transfer,1.0,Branch,18-25,1,1,1
2024-06-03,TK502057,C102218,North,Transfer,14.84,Digital,56+,23,6,2
2024-01-14,TK502058,C106540,East,Other,13.24,Branch,56+,2,1,1
2024-10-02,TK502059,C101698,North,Card,1.0,Digital,56+,40,10,4
2024-01-27,TK502060,C102022,South,Other,18.45,Branch,18-25,4,1,1
2024-12-11,TK502061,C102162,South,Other,14.49,CallCenter,26-40,50,12,4
2024-04-12,TK502062,C101719,North,AppBug,4.55,Digital,41-55,15,4,2
2024-04-21,TK502063,C106265,South,Transfer,3.96,Digital,41-55,16,4,2
2024-08-19,TK502064,C103961,North,Card,15.05,Digital,18-25,34,8,3
2024-03-04,TK502065,C106282,East,Card,10.95,CallCenter,26-40,10,3,1
2024-11-26,TK502066,C101107,South,Login,20.24,Digital,26-40,48,11,4
2024-01-06,TK502067,C107092,South,AppBug,6.61,CallCenter,41-55,1,1,1
2024-11-04,TK502068,C107978,North,Card,1.0,CallCenter,56+,45,11,4
2024-01-02,TK502069,C104956,South,Card,3.35,Digital,56+,1,1,1
2024-08-03,TK502070,C107450,South,Card,7.14,Digital,26-40,31,8,3
2024-04-24,TK502071,C103568,South,Card,2.09,Digital,41-55,17,4,2
2024-12-12,TK502072,C107834,North,Other,3.2,CallCenter,41-55,50,12,4
2024-10-02,TK502073,C101035,South,AppBug,11.77,Branch,41-55,40,10,4
2024-03-30,TK502074,C103543,West,Other,13.53,CallCenter,26-40,13,3,1
2024-04-13,TK502075,C100407,East,Transfer,11.74,Digital,41-55,15,4,2
2024-01-10,TK502076,C100325,South,Card,20.47,Digital,41-55,2,1,1
2024-07-15,TK502077,C100376,East,Card,20.54,Digital,56+,29,7,3
2024-09-03,TK502078,C101501,East,Card,19.78,Digital,56+,36,9,3
2024-05-27,TK502079,C100174,North,AppBug,12.23,CallCenter,18-25,22,5,2
2024-11-13,TK502080,C107004,South,Transfer,3.71,Branch,56+,46,11,4
2024-02-15,TK502081,C102071,West,Login,1.28,Digital,26-40,7,2,1
2024-01-21,TK502082,C105253,South,Other,12.54,Digital,41-55,3,1,1
2024-07-19,TK502083,C104242,South,Card,8.22,CallCenter,26-40,29,7,3
2024-02-12,TK502084,C100658,South,Transfer,2.44,CallCenter,26-40,7,2,1
2024-12-26,TK502085,C105793,East,Card,8.66,CallCenter,18-25,52,12,4
2024-04-22,TK502086,C106163,East,Transfer,20.52,Digital,26-40,17,4,2
2024-12-30,TK502087,C107833,South,Other,4.22,CallCenter,41-55,1,12,4
2024-11-09,TK502088,C107978,North,AppBug,9.66,Digital,56+,45,11,4
2024-09-01,TK502089,C102472,East,Login,24.56,Digital,41-55,35,9,3
2024-02-24,TK502090,C105134,North,Login,17.99,CallCenter,56+,8,2,1
2024-09-21,TK502091,C106730,East,AppBug,24.77,Digital,41-55,38,9,3
2024-02-26,TK502092,C103478,East,Login,4.63,Branch,56+,9,2,1
2024-01-21,TK502093,C102015,North,Login,15.94,CallCenter,26-40,3,1,1
2024-04-25,TK502094,C103198,North,AppBug,3.06,Digital,18-25,17,4,2
2024-07-12,TK502095,C104066,North,Card,8.45,CallCenter,26-40,28,7,3
2024-12-12,TK502096,C101713,East,Login,20.08,Branch,56+,50,12,4
2024-02-29,TK502097,C105165,South,Other,19.33,Branch,41-55,9,2,1
2024-04-19,TK502098,C100431,North,Other,11.55,Digital,41-55,16,4,2
2024-03-03,TK502099,C104817,West,Transfer,15.97,Digital,26-40,9,3,1
2024-01-29,TK502100,C104275,South,Other,4.78,CallCenter,18-25,5,1,1
2024-08-26,TK502101,C102156,South,Card,15.03,Digital,18-25,35,8,3
2024-01-11,TK502102,C102062,East,AppBug,18.15,Branch,26-40,2,1,1
2024-08-09,TK502103,C102519,West,Transfer,4.85,Digital,18-25,32,8,3
2024-03-28,TK502104,C103876,East,Login,16.65,Digital,18-25,13,3,1
2024-06-08,TK502105,C105434,West,Login,3.93,CallCenter,41-55,23,6,2
2024-07-29,TK502106,C106877,South,Other,12.38,CallCenter,26-40,31,7,3
2024-07-29,TK502107,C102096,North,Other,15.59,CallCenter,18-25,31,7,3
2024-11-03,TK502108,C100752,East,Transfer,12.98,Digital,26-40,44,11,4
2024-07-23,TK502109,C100880,East,Card,14.92,CallCenter,26-40,30,7,3
2024-08-11,TK502110,C104721,North,AppBug,7.75,CallCenter,26-40,32,8,3
2024-08-08,TK502111,C104774,South,Login,10.89,Digital,18-25,32,8,3
2024-09-14,TK502112,C106995,West,Transfer,4.22,Branch,41-55,37,9,3
2024-01-30,TK502113,C102925,South,Other,14.27,CallCenter,26-40,5,1,1
2024-02-25,TK502114,C100916,South,Transfer,8.28,Digital,18-25,8,2,1
2024-12-20,TK502115,C100150,South,Transfer,9.23,CallCenter,41-55,51,12,4
2024-11-19,TK502116,C106632,West,Login,12.84,CallCenter,56+,47,11,4
2024-01-06,TK502117,C107891,East,Other,17.18,Digital,56+,1,1,1
2024-08-27,TK502118,C107506,West,Login,19.85,CallCenter,56+,35,8,3
2024-03-23,TK502119,C107147,West,AppBug,10.64,CallCenter,41-55,12,3,1
2024-10-07,TK502120,C101676,South,Other,8.13,CallCenter,41-55,41,10,4
2024-10-04,TK502121,C104344,East,Login,4.1,Branch,41-55,40,10,4
2024-11-25,TK502122,C102711,South,AppBug,20.19,Digital,26-40,48,11,4
2024-07-02,TK502123,C102383,East,AppBug,16.96,Digital,18-25,27,7,3
2024-04-14,TK502124,C105283,South,Login,16.54,Branch,26-40,15,4,2
2024-10-23,TK502125,C107671,North,Login,5.22,Digital,18-25,43,10,4
2024-12-14,TK502126,C106051,West,Card,21.86,CallCenter,26-40,50,12,4
2024-08-16,TK502127,C106131,West,Transfer,15.95,CallCenter,41-55,33,8,3
2024-02-05,TK502128,C105407,South,Card,5.46,Branch,18-25,6,2,1
