customer_id,segment,age_band,region,join_date,primary_channel
C103628,41-55,41-55,South,2023-10-21,Digital
C103629,18-25,18-25,East,2021-10-29,ATM
C103630,18-25,18-25,East,2021-09-27,Branch
C103631,56+,56+,South,2020-10-05,CallCenter
C103632,26-40,26-40,South,2020-02-11,Digital
C103633,26-40,26-40,North,2021-08-17,Digital
C103634,26-40,26-40,South,2021-10-07,ATM
C103635,18-25,18-25,South,2023-01-27,ATM
C103636,41-55,41-55,East,2023-06-13,Branch
C103637,18-25,18-25,East,2020-06-07,ATM
C103638,41-55,41-55,West,2020-08-10,Digital
C103639,26-40,26-40,West,2022-03-29,Branch
C103640,26-40,26-40,East,2021-07-02,Digital
C103641,18-25,18-25,North,2022-10-22,Digital
C103642,41-55,41-55,South,2021-04-16,Digital
C103643,18-25,18-25,South,2021-08-30,Digital
C103644,18-25,18-25,South,2021-10-10,Digital
C103645,41-55,41-55,South,2022-05-28,Branch
C103646,26-40,26-40,South,2020-04-11,ATM
C103647,26-40,26-40,South,2023-07-14,Digital
C103648,26-40,26-40,South,2021-05-10,Digital
C103649,56+,56+,West,2020-11-06,Digital
C103650,26-40,26-40,South,2022-07-24,Digital
C103651,18-25,18-25,South,2020-07-16,Digital
C103652,26-40,26-40,South,2022-05-12,Branch
C103653,18-25,18-25,South,2020-03-29,CallCenter
C103654,26-40,26-40,South,2021-01-20,Branch
C103655,18-25,18-25,South,2022-11-26,Branch
C103656,18-25,18-25,South,2021-06-27,Branch
C103657,26-40,26-40,East,2023-08-08,Digital
C103658,56+,56+,North,2021-06-03,Digital
C103659,18-25,18-25,West,2022-10-05,Digital
C103660,18-25,18-25,East,2020-02-13,Digital
C103661,56+,56+,South,2023-11-27,ATM
C103662,56+,56+,South,2022-06-18,Digital
C103663,41-55,41-55,South,2022-10-31,Digital
C103664,26-40,26-40,East,2021-04-20,Digital
C103665,26-40,26-40,East,2021-02-25,Digital
C103666,18-25,18-25,East,2021-09-29,CallCenter
C103667,18-25,18-25,West,2021-01-08,Digital
C103668,26-40,26-40,South,2020-01-31,Branch
C103669,26-40,26-40,East,2022-09-01,Digital
C103670,26-40,26-40,South,2022-11-12,Digital
C103671,41-55,41-55,East,2022-09-14,Digital
C103672,26-40,26-40,South,2022-03-20,CallCenter
C103673,26-40,26-40,East,2022-02-04,Digital
C103674,41-55,41-55,North,2023-12-10,Branch
C103675,56+,56+,South,2022-02-08,Digital
C103676,26-40,26-40,South,2022-10-28,Branch
C103677,26-40,26-40,West,2021-08-31,Branch
C103678,26-40,26-40,South,2020-02-18,Branch
C103679,18-25,18-25,South,2021-05-26,Digital
C103680,41-55,41-55,South,2022-11-19,Digital
C103681,18-25,18-25,South,2022-07-15,ATM
C103682,26-40,26-40,West,2022-10-10,Branch
C103683,26-40,26-40,West,2022-12-28,Digital
C103684,18-25,18-25,West,2020-11-14,Digital
C103685,18-25,18-25,West,2023-04-03,Digital
C103686,26-40,26-40,South,2022-11-09,Digital
C103687,56+,56+,South,2021-03-25,Digital
C103688,41-55,41-55,South,2022-01-05,Digital
C103689,26-40,26-40,East,2023-06-07,Digital
C103690,18-25,18-25,South,2020-09-01,Branch
C103691,41-55,41-55,East,2021-03-18,CallCenter
C103692,18-25,18-25,South,2020-10-07,Branch
C103693,26-40,26-40,South,2021-03-21,Branch
C103694,41-55,41-55,South,2020-10-25,ATM
C103695,26-40,26-40,West,2023-03-23,Digital
C103696,26-40,26-40,East,2023-12-19,Branch
C103697,18-25,18-25,South,2023-11-17,Digital
C103698,18-25,18-25,East,2021-06-07,Digital
C103699,26-40,26-40,East,2023-09-23,Branch
C103700,56+,56+,South,2020-04-29,Digital
C103701,26-40,26-40,East,2020-06-11,Branch
C103702,26-40,26-40,South,2021-04-20,Branch
C103703,41-55,41-55,South,2021-02-25,Digital
C103704,18-25,18-25,North,2023-09-02,Digital
C103705,18-25,18-25,South,2023-01-15,Branch
C103706,26-40,26-40,South,2023-01-05,Branch
C103707,41-55,41-55,North,2023-03-23,ATM
C103708,26-40,26-40,South,2022-11-25,Digital
C103709,41-55,41-55,East,2022-01-06,ATM
C103710,56+,56+,South,2020-03-26,Digital
C103711,41-55,41-55,North,2020-01-24,Digital
C103712,56+,56+,North,2023-11-26,Branch
C103713,41-55,41-55,South,2022-01-03,Digital
C103714,56+,56+,West,2023-10-24,Digital
C103715,41-55,41-55,West,2020-02-15,Digital
C103716,41-55,41-55,South,2022-07-18,ATM
C103717,41-55,41-55,East,2021-02-15,CallCenter
C103718,56+,56+,South,2021-06-16,CallCenter
C103719,26-40,26-40,West,2022-08-17,Digital
C103720,41-55,41-55,North,2021-12-24,Digital
C103721,26-40,26-40,South,2020-07-15,ATM
C103722,56+,56+,South,2023-12-31,Digital
C103723,26-40,26-40,South,2022-11-06,Digital
C103724,41-55,41-55,North,2021-06-10,Digital
C103725,41-55,41-55,North,2022-06-26,Branch
C103726,56+,56+,South,2020-08-09,Branch
C103727,26-40,26-40,East,2021-09-19,Digital
C103728,41-55,41-55,East,2021-09-12,Digital
C103729,41-55,41-55,South,2021-06-27,Branch
C103730,56+,56+,West,2021-12-07,Branch
C103731,56+,56+,South,2023-08-29,Digital
C103732,26-40,26-40,West,2020-01-11,Digital
C103733,26-40,26-40,North,2022-03-19,CallCenter
C103734,18-25,18-25,West,2023-10-06,Branch
C103735,56+,56+,West,2023-07-22,Branch
C103736,26-40,26-40,West,2023-08-04,Branch
C103737,41-55,41-55,East,2021-08-25,CallCenter
C103738,41-55,41-55,South,2022-04-08,Digital
C103739,26-40,26-40,East,2022-05-18,Digital
C103740,18-25,18-25,South,2023-05-08,Digital
C103741,18-25,18-25,South,2023-10-26,ATM
C103742,56+,56+,West,2021-01-07,Digital
C103743,26-40,26-40,South,2020-06-30,Digital
C103744,18-25,18-25,South,2021-01-22,Digital
C103745,41-55,41-55,West,2021-01-18,Branch
C103746,26-40,26-40,South,2021-03-14,Branch
C103747,56+,56+,North,2023-09-01,Digital
C103748,26-40,26-40,South,2020-11-10,Digital
C103749,18-25,18-25,East,2021-09-08,ATM
C103750,18-25,18-25,West,2021-06-06,Digital
C103751,26-40,26-40,North,2021-02-01,Branch
C103752,26-40,26-40,South,2020-10-13,Digital
C103753,41-55,41-55,South,2023-12-28,CallCenter
C103754,26-40,26-40,East,2022-07-04,Digital
C103755,26-40,26-40,East,2020-05-29,Branch
C103756,26-40,26-40,West,2022-08-14,Digital
C103757,26-40,26-40,South,2022-06-12,Digital
C103758,56+,56+,South,2021-06-08,Branch
C103759,18-25,18-25,South,2023-02-25,Branch
C103760,56+,56+,South,2023-03-18,ATM
C103761,26-40,26-40,South,2023-02-23,Branch
C103762,18-25,18-25,North,2022-07-22,Branch
C103763,26-40,26-40,North,2021-10-07,ATM
C103764,18-25,18-25,West,2020-10-29,Digital
C103765,41-55,41-55,North,2020-03-05,ATM
C103766,26-40,26-40,South,2023-09-03,Digital
C103767,26-40,26-40,East,2023-05-13,Digital
C103768,41-55,41-55,North,2020-10-21,ATM
C103769,41-55,41-55,South,2023-03-18,Digital
C103770,56+,56+,South,2020-03-10,Digital
C103771,56+,56+,South,2020-12-12,Digital
C103772,41-55,41-55,South,2020-08-07,Branch
C103773,41-55,41-55,East,2021-05-12,Branch
C103774,41-55,41-55,South,2021-04-12,Digital
C103775,26-40,26-40,North,2022-01-18,Digital
C103776,41-55,41-55,North,2021-11-01,Digital
C103777,18-25,18-25,South,2020-06-15,Digital
C103778,41-55,41-55,South,2020-08-07,Digital
C103779,56+,56+,West,2023-04-13,Digital
C103780,18-25,18-25,North,2022-03-11,ATM
C103781,41-55,41-55,South,2023-09-09,Branch
C103782,56+,56+,South,2020-07-09,Digital
C103783,26-40,26-40,East,2021-03-26,Digital
C103784,26-40,26-40,East,2020-08-18,Digital
C103785,56+,56+,North,2023-09-12,Digital
C103786,56+,56+,East,2020-08-20,Digital
C103787,18-25,18-25,South,2023-03-16,CallCenter
C103788,26-40,26-40,East,2020-10-08,Branch
C103789,41-55,41-55,South,2022-11-29,Digital
C103790,26-40,26-40,East,2021-10-27,Digital
C103791,26-40,26-40,South,2023-11-16,Branch
C103792,18-25,18-25,East,2020-04-12,CallCenter
C103793,18-25,18-25,North,2021-04-19,Digital
C103794,26-40,26-40,East,2022-11-22,ATM
C103795,41-55,41-55,East,2023-08-30,Digital
C103796,41-55,41-55,South,2022-02-26,Branch
C103797,41-55,41-55,South,2020-05-23,Digital
C103798,26-40,26-40,North,2022-07-08,Branch
C103799,26-40,26-40,South,2021-11-29,Digital
C103800,18-25,18-25,East,2023-02-06,Branch
C103801,18-25,18-25,South,2022-03-17,Branch
C103802,26-40,26-40,East,2023-08-04,Branch
C103803,18-25,18-25,East,2020-06-28,Branch
C103804,18-25,18-25,East,2022-06-30,Digital
C103805,18-25,18-25,East,2022-12-13,Branch
C103806,41-55,41-55,South,2021-08-16,Digital
C103807,41-55,41-55,South,2021-11-25,Branch
C103808,56+,56+,South,2022-10-12,Digital
C103809,41-55,41-55,West,2021-10-27,Digital
C103810,26-40,26-40,West,2021-07-27,Digital
C103811,18-25,18-25,South,2022-04-29,CallCenter
C103812,26-40,26-40,West,2023-03-20,Branch
C103813,18-25,18-25,West,2020-07-15,Digital
C103814,26-40,26-40,South,2023-06-30,Branch
C103815,26-40,26-40,East,2020-10-19,Digital
C103816,26-40,26-40,East,2020-05-22,Digital
C103817,26-40,26-40,South,2020-09-20,Digital
C103818,41-55,41-55,North,2020-04-21,ATM
C103819,41-55,41-55,South,2023-10-22,CallCenter
C103820,41-55,41-55,East,2021-03-02,CallCenter
C103821,41-55,41-55,South,2023-02-03,Digital
C103822,26-40,26-40,East,2020-09-23,Digital
C103823,18-25,18-25,East,2022-02-12,ATM
C103824,41-55,41-55,East,2021-09-14,Digital
C103825,26-40,26-40,South,2022-08-21,Branch
C103826,26-40,26-40,South,2023-12-15,CallCenter
C103827,26-40,26-40,South,2022-08-07,Digital
C103828,56+,56+,South,2022-10-22,Digital
C103829,41-55,41-55,North,2021-01-18,ATM
C103830,26-40,26-40,North,2020-06-27,Branch
C103831,41-55,41-55,South,2020-05-06,CallCenter
C103832,26-40,26-40,South,2021-03-14,Branch
C103833,26-40,26-40,South,2022-03-21,Digital
C103834,26-40,26-40,South,2020-03-29,ATM
C103835,26-40,26-40,West,2021-01-19,ATM
C103836,41-55,41-55,South,2022-07-11,CallCenter
C103837,18-25,18-25,West,2023-06-30,Digital
C103838,41-55,41-55,East,2023-12-16,Branch
C103839,26-40,26-40,North,2020-12-10,Digital
C103840,41-55,41-55,West,2020-05-29,Digital
C103841,41-55,41-55,West,2022-04-16,CallCenter
C103842,41-55,41-55,East,2023-10-02,CallCenter
C103843,41-55,41-55,South,2021-09-05,Branch
C103844,56+,56+,South,2023-08-14,CallCenter
C103845,26-40,26-40,South,2022-12-21,Digital
C103846,41-55,41-55,East,2023-08-06,ATM
C103847,41-55,41-55,South,2023-10-21,Branch
C103848,26-40,26-40,North,2020-06-05,Branch
C103849,26-40,26-40,North,2021-08-24,Branch
C103850,26-40,26-40,North,2020-03-13,Branch
C103851,26-40,26-40,South,2020-03-05,ATM
C103852,26-40,26-40,South,2021-11-25,Digital
C103853,26-40,26-40,West,2022-08-24,ATM
C103854,41-55,41-55,South,2023-07-18,Digital
C103855,18-25,18-25,South,2020-07-07,Digital
C103856,41-55,41-55,South,2020-02-18,Branch
C103857,26-40,26-40,South,2020-06-01,ATM
C103858,41-55,41-55,South,2023-09-16,CallCenter
C103859,18-25,18-25,South,2022-08-24,Digital
C103860,26-40,26-40,West,2021-12-04,Digital
C103861,18-25,18-25,West,2020-05-30,Branch
C103862,41-55,41-55,West,2021-06-25,ATM
C103863,26-40,26-40,East,2020-07-07,CallCenter
C103864,56+,56+,South,2020-02-13,ATM
C103865,26-40,26-40,South,2021-10-03,Digital
C103866,26-40,26-40,South,2022-01-04,ATM
C103867,26-40,26-40,East,2021-10-22,Digital
C103868,41-55,41-55,North,2023-06-27,CallCenter
C103869,26-40,26-40,South,2023-08-27,Branch
C103870,26-40,26-40,North,2020-06-26,Digital
C103871,18-25,18-25,South,2021-02-07,Branch
C103872,18-25,18-25,East,2022-01-01,ATM
C103873,18-25,18-25,North,2021-08-08,Digital
C103874,56+,56+,South,2021-09-28,Digital
C103875,26-40,26-40,South,2022-10-30,Branch
C103876,18-25,18-25,East,2020-09-19,CallCenter
C103877,56+,56+,North,2023-04-23,Branch
C103878,18-25,18-25,North,2021-01-21,Digital
C103879,26-40,26-40,South,2021-05-25,Branch
C103880,41-55,41-55,South,2020-11-19,Digital
C103881,56+,56+,West,2022-07-11,Digital
C103882,41-55,41-55,South,2022-10-13,Digital
C103883,26-40,26-40,West,2022-06-30,Digital
C103884,56+,56+,South,2021-12-22,Digital
C103885,18-25,18-25,South,2021-03-18,Digital
C103886,56+,56+,West,2022-10-01,Digital
C103887,41-55,41-55,North,2020-06-22,Branch
C103888,56+,56+,East,2021-03-31,Digital
C103889,26-40,26-40,North,2022-09-24,Digital
C103890,18-25,18-25,South,2022-10-08,Branch
C103891,41-55,41-55,North,2021-01-26,ATM
C103892,26-40,26-40,South,2021-05-13,ATM
C103893,26-40,26-40,East,2021-04-10,Digital
C103894,56+,56+,North,2023-07-19,Branch
C103895,41-55,41-55,North,2022-04-16,ATM
C103896,26-40,26-40,South,2020-06-22,Branch
C103897,26-40,26-40,South,2020-08-22,Branch
C103898,18-25,18-25,South,2020-04-11,Digital
C103899,18-25,18-25,West,2020-12-18,Digital
C103900,18-25,18-25,North,2020-11-20,Digital
C103901,41-55,41-55,South,2021-10-13,Digital
C103902,41-55,41-55,South,2022-12-27,CallCenter
C103903,26-40,26-40,South,2023-07-07,Digital
C103904,26-40,26-40,South,2022-03-27,Branch
C103905,41-55,41-55,East,2023-02-02,CallCenter
C103906,41-55,41-55,South,2022-08-14,Branch
C103907,56+,56+,East,2021-04-09,Digital
C103908,26-40,26-40,South,2022-06-13,CallCenter
C103909,41-55,41-55,South,2021-03-17,Digital
C103910,26-40,26-40,West,2021-03-27,Digital
C103911,26-40,26-40,West,2023-12-13,Digital
C103912,56+,56+,West,2023-08-23,Digital
C103913,26-40,26-40,South,2022-08-12,ATM
C103914,26-40,26-40,West,2022-05-16,Digital
C103915,26-40,26-40,East,2022-09-28,ATM
C103916,26-40,26-40,East,2023-01-05,Digital
C103917,26-40,26-40,East,2020-03-21,CallCenter
C103918,41-55,41-55,West,2021-06-07,Digital
C103919,26-40,26-40,South,2020-06-02,CallCenter
C103920,18-25,18-25,East,2022-02-12,Digital
C103921,56+,56+,East,2021-03-06,ATM
C103922,26-40,26-40,East,2021-04-27,ATM
C103923,56+,56+,East,2023-05-15,Branch
C103924,18-25,18-25,South,2020-10-25,Digital
C103925,26-40,26-40,South,2023-08-23,Branch
C103926,26-40,26-40,South,2021-09-06,Branch
C103927,41-55,41-55,East,2020-10-06,Branch
C103928,18-25,18-25,East,2020-07-28,Branch
C103929,56+,56+,West,2022-11-09,CallCenter
C103930,26-40,26-40,East,2023-08-11,CallCenter
C103931,26-40,26-40,South,2023-07-01,Branch
C103932,26-40,26-40,North,2020-09-05,Digital
C103933,18-25,18-25,East,2023-07-08,Digital
C103934,26-40,26-40,West,2020-11-25,Branch
C103935,26-40,26-40,East,2021-11-01,CallCenter
C103936,26-40,26-40,West,2020-01-09,Digital
C103937,41-55,41-55,West,2021-01-13,Digital
C103938,26-40,26-40,South,2021-04-12,Digital
C103939,18-25,18-25,East,2023-10-29,Digital
C103940,18-25,18-25,South,2021-02-10,CallCenter
C103941,18-25,18-25,South,2021-02-08,Branch
C103942,18-25,18-25,South,2021-02-03,Digital
C103943,41-55,41-55,South,2021-01-04,Digital
C103944,18-25,18-25,South,2022-02-27,Digital
C103945,56+,56+,East,2020-10-27,Branch
C103946,18-25,18-25,North,2021-02-28,Branch
C103947,18-25,18-25,South,2022-02-17,Digital
C103948,56+,56+,South,2023-01-10,Digital
C103949,26-40,26-40,South,2020-06-05,CallCenter
C103950,26-40,26-40,West,2021-05-24,ATM
C103951,56+,56+,South,2022-04-13,Branch
C103952,56+,56+,North,2023-09-01,Digital
C103953,41-55,41-55,West,2023-10-10,CallCenter
C103954,18-25,18-25,West,2023-06-28,Branch
C103955,26-40,26-40,East,2022-01-07,CallCenter
C103956,56+,56+,East,2020-05-23,Digital
C103957,56+,56+,North,2023-11-11,Digital
C103958,18-25,18-25,East,2022-06-27,Digital
C103959,26-40,26-40,South,2023-08-16,ATM
C103960,26-40,26-40,South,2023-09-07,Branch
C103961,18-25,18-25,North,2023-03-03,Digital
C103962,41-55,41-55,East,2021-09-05,CallCenter
C103963,26-40,26-40,South,2022-06-07,CallCenter
C103964,26-40,26-40,South,2022-10-06,Digital
C103965,18-25,18-25,North,2023-07-10,Branch
C103966,26-40,26-40,East,2020-11-26,Branch
C103967,18-25,18-25,South,2022-03-21,Digital
C103968,26-40,26-40,South,2022-05-20,Branch
C103969,18-25,18-25,South,2020-10-29,Digital
C103970,56+,56+,East,2021-08-10,CallCenter
C103971,18-25,18-25,South,2023-09-13,ATM
C103972,26-40,26-40,West,2020-01-24,CallCenter
C103973,18-25,18-25,South,2022-01-03,ATM
C103974,18-25,18-25,North,2022-06-09,Digital
C103975,18-25,18-25,South,2023-08-19,Digital
C103976,18-25,18-25,North,2021-02-18,Branch
C103977,18-25,18-25,South,2021-07-28,Digital
C103978,26-40,26-40,South,2020-04-27,Branch
C103979,41-55,41-55,West,2021-05-05,Digital
C103980,18-25,18-25,South,2023-12-28,Digital
C103981,26-40,26-40,South,2023-01-24,Branch
C103982,26-40,26-40,South,2021-09-17,Branch
C103983,26-40,26-40,South,2022-07-15,Branch
C103984,26-40,26-40,North,2023-11-10,Branch
C103985,18-25,18-25,South,2021-10-04,Digital
C103986,26-40,26-40,North,2021-03-06,ATM
C103987,26-40,26-40,South,2023-07-07,Branch
C103988,56+,56+,West,2023-05-27,Branch
C103989,56+,56+,East,2022-01-24,Digital
C103990,56+,56+,West,2020-01-18,Branch
C103991,26-40,26-40,South,2020-01-19,Digital
C103992,18-25,18-25,West,2020-06-20,Branch
C103993,26-40,26-40,South,2022-10-09,Digital
C103994,26-40,26-40,North,2020-09-13,ATM
C103995,18-25,18-25,East,2020-04-02,ATM
C103996,18-25,18-25,North,2022-09-23,Branch
C103997,26-40,26-40,South,2021-12-03,ATM
C103998,26-40,26-40,East,2022-02-14,Branch
C103999,18-25,18-25,South,2020-10-07,Digital
C104000,41-55,41-55,South,2020-11-09,Branch
C104001,26-40,26-40,South,2020-12-19,CallCenter
C104002,56+,56+,North,2022-07-29,Digital
C104003,26-40,26-40,West,2023-12-02,Digital
C104004,26-40,26-40,North,2023-08-30,Branch
C104005,18-25,18-25,South,2020-06-14,Digital
C104006,26-40,26-40,South,2022-09-19,Branch
C104007,18-25,18-25,West,2023-01-12,Branch
C104008,18-25,18-25,East,2020-02-29,ATM
C104009,41-55,41-55,South,2022-07-20,Digital
C104010,26-40,26-40,West,2021-10-11,Digital
C104011,18-25,18-25,North,2020-10-11,ATM
C104012,56+,56+,West,2023-02-27,Digital
C104013,18-25,18-25,North,2023-09-28,Branch
C104014,26-40,26-40,South,2022-05-24,Digital
C104015,26-40,26-40,North,2020-10-21,Digital
C104016,26-40,26-40,West,2021-09-18,Digital
C104017,26-40,26-40,West,2022-01-23,Digital
C104018,18-25,18-25,South,2023-08-11,Branch
C104019,41-55,41-55,South,2023-02-28,Branch
C104020,26-40,26-40,South,2022-09-06,ATM
C104021,18-25,18-25,South,2023-01-20,ATM
C104022,26-40,26-40,South,2022-10-11,Digital
C104023,56+,56+,North,2021-04-12,Digital
C104024,41-55,41-55,East,2020-07-13,ATM
C104025,56+,56+,South,2023-05-11,Digital
C104026,41-55,41-55,West,2022-03-20,Digital
C104027,41-55,41-55,South,2023-11-06,Digital
C104028,26-40,26-40,South,2022-09-21,Branch
C104029,56+,56+,South,2021-11-23,Digital
C104030,26-40,26-40,South,2022-08-02,Digital
C104031,26-40,26-40,South,2022-08-11,Branch
C104032,41-55,41-55,East,2023-12-04,ATM
C104033,26-40,26-40,North,2021-06-16,Digital
C104034,18-25,18-25,South,2021-07-09,Branch
C104035,26-40,26-40,West,2021-06-01,Digital
C104036,26-40,26-40,South,2020-06-06,Digital
C104037,41-55,41-55,South,2021-11-17,Digital
C104038,26-40,26-40,East,2021-10-12,Digital
C104039,41-55,41-55,South,2020-10-15,Digital
C104040,26-40,26-40,North,2023-04-05,ATM
C104041,41-55,41-55,East,2022-10-04,Digital
C104042,18-25,18-25,West,2020-12-18,CallCenter
C104043,56+,56+,North,2020-08-29,Digital
C104044,26-40,26-40,North,2022-06-21,Digital
C104045,26-40,26-40,East,2020-01-08,Branch
C104046,26-40,26-40,South,2020-08-08,ATM
C104047,26-40,26-40,South,2021-10-04,Digital
C104048,26-40,26-40,South,2023-12-18,Digital
C104049,41-55,41-55,East,2020-04-21,Branch
C104050,56+,56+,South,2022-02-11,Digital
C104051,41-55,41-55,North,2022-04-01,Branch
C104052,26-40,26-40,North,2021-01-02,ATM
C104053,26-40,26-40,South,2022-01-30,Digital
C104054,41-55,41-55,West,2022-07-15,ATM
C104055,41-55,41-55,South,2020-07-19,Digital
C104056,26-40,26-40,South,2023-10-26,ATM
C104057,56+,56+,West,2020-12-25,CallCenter
C104058,26-40,26-40,South,2021-06-22,Branch
C104059,41-55,41-55,South,2020-02-05,CallCenter
C104060,56+,56+,North,2022-05-17,ATM
C104061,41-55,41-55,East,2022-05-17,Digital
C104062,18-25,18-25,East,2020-06-18,Digital
C104063,26-40,26-40,East,2021-03-03,Digital
C104064,18-25,18-25,South,2023-01-25,Digital
C104065,41-55,41-55,South,2022-11-07,Branch
C104066,26-40,26-40,North,2021-03-24,Digital
C104067,41-55,41-55,West,2022-07-09,Branch
C104068,56+,56+,North,2022-12-27,Digital
C104069,18-25,18-25,East,2021-06-29,Digital
C104070,26-40,26-40,East,2020-09-13,Digital
C104071,41-55,41-55,North,2020-02-01,CallCenter
C104072,26-40,26-40,South,2023-10-26,Digital
C104073,18-25,18-25,North,2021-04-12,Digital
C104074,18-25,18-25,South,2023-03-23,Digital
C104075,26-40,26-40,West,2021-04-19,CallCenter
C104076,41-55,41-55,South,2022-11-06,Digital
C104077,26-40,26-40,West,2021-05-01,Branch
C104078,18-25,18-25,North,2022-06-06,Digital
C104079,26-40,26-40,South,2023-10-24,Digital
C104080,26-40,26-40,West,2023-01-06,Branch
C104081,26-40,26-40,West,2020-08-28,Branch
C104082,41-55,41-55,South,2022-02-04,Branch
C104083,26-40,26-40,East,2021-01-29,Digital
C104084,26-40,26-40,West,2020-11-16,CallCenter
C104085,56+,56+,East,2023-05-01,Branch
C104086,26-40,26-40,South,2023-12-06,CallCenter
C104087,41-55,41-55,North,2023-09-13,Digital
C104088,18-25,18-25,North,2023-05-10,Digital
C104089,18-25,18-25,South,2021-11-15,Digital
C104090,18-25,18-25,South,2022-02-07,ATM
C104091,41-55,41-55,South,2022-02-28,Branch
C104092,41-55,41-55,South,2022-12-11,Digital
C104093,18-25,18-25,South,2020-03-18,Digital
C104094,18-25,18-25,South,2023-04-22,Digital
C104095,26-40,26-40,South,2023-03-26,Digital
C104096,26-40,26-40,South,2023-12-24,ATM
C104097,41-55,41-55,North,2022-05-18,Digital
C104098,41-55,41-55,West,2021-10-30,Digital
C104099,56+,56+,South,2021-11-30,Digital
C104100,26-40,26-40,North,2022-06-25,Digital
C104101,41-55,41-55,South,2021-03-18,CallCenter
C104102,26-40,26-40,South,2023-02-09,Digital
C104103,26-40,26-40,South,2021-10-10,CallCenter
C104104,56+,56+,South,2021-02-15,Branch
C104105,18-25,18-25,East,2022-12-10,Branch
C104106,41-55,41-55,East,2021-05-07,Digital
C104107,41-55,41-55,North,2020-04-28,Branch
C104108,56+,56+,South,2022-02-01,Branch
C104109,26-40,26-40,North,2022-01-10,Digital
C104110,26-40,26-40,South,2021-03-01,CallCenter
C104111,41-55,41-55,South,2020-02-20,Digital
C104112,41-55,41-55,East,2021-11-26,Digital
C104113,26-40,26-40,North,2023-02-02,Digital
C104114,41-55,41-55,East,2023-03-16,Branch
C104115,26-40,26-40,South,2020-11-04,Digital
C104116,26-40,26-40,South,2021-09-20,Digital
C104117,56+,56+,East,2023-08-12,Digital
C104118,26-40,26-40,North,2021-05-18,Digital
C104119,26-40,26-40,South,2021-11-26,Digital
C104120,56+,56+,South,2022-09-19,ATM
C104121,41-55,41-55,East,2021-10-30,Digital
C104122,56+,56+,South,2023-05-14,CallCenter
C104123,26-40,26-40,West,2021-06-10,Branch
C104124,56+,56+,West,2021-12-20,ATM
C104125,18-25,18-25,East,2022-01-24,CallCenter
C104126,26-40,26-40,South,2022-12-23,Digital
C104127,26-40,26-40,East,2021-05-08,Branch
C104128,41-55,41-55,North,2021-02-06,Digital
C104129,56+,56+,West,2021-06-09,Digital
C104130,41-55,41-55,South,2020-12-05,Digital
C104131,41-55,41-55,North,2020-10-12,Branch
C104132,26-40,26-40,South,2023-04-11,ATM
C104133,26-40,26-40,East,2021-05-19,Digital
C104134,26-40,26-40,West,2021-01-29,Branch
C104135,18-25,18-25,South,2023-03-31,Digital
C104136,26-40,26-40,South,2023-02-25,Digital
C104137,56+,56+,East,2020-12-24,Digital
C104138,41-55,41-55,West,2021-03-21,Branch
C104139,41-55,41-55,East,2023-04-14,Digital
C104140,26-40,26-40,South,2021-02-10,Digital
C104141,26-40,26-40,East,2023-06-12,Digital
C104142,18-25,18-25,West,2022-06-21,Branch
C104143,26-40,26-40,North,2022-08-31,ATM
C104144,26-40,26-40,South,2022-02-19,Digital
C104145,26-40,26-40,North,2020-02-14,Branch
C104146,18-25,18-25,South,2023-04-19,Branch
C104147,41-55,41-55,East,2022-03-30,Digital
C104148,26-40,26-40,South,2020-09-09,Digital
C104149,26-40,26-40,South,2023-05-02,CallCenter
C104150,26-40,26-40,North,2021-03-04,Digital
C104151,26-40,26-40,West,2021-06-18,Digital
C104152,26-40,26-40,West,2022-07-22,ATM
C104153,26-40,26-40,South,2021-02-17,ATM
C104154,26-40,26-40,East,2020-01-10,Branch
C104155,18-25,18-25,North,2021-04-14,ATM
C104156,56+,56+,West,2022-09-25,Digital
C104157,18-25,18-25,East,2021-09-10,ATM
C104158,26-40,26-40,North,2022-11-06,Digital
C104159,18-25,18-25,West,2020-04-12,ATM
C104160,26-40,26-40,North,2021-01-11,Digital
C104161,26-40,26-40,South,2020-12-13,Digital
C104162,56+,56+,North,2020-04-03,Digital
C104163,26-40,26-40,East,2022-08-03,ATM
C104164,41-55,41-55,North,2020-11-03,Branch
C104165,26-40,26-40,North,2021-11-21,ATM
C104166,18-25,18-25,South,2023-12-18,Digital
C104167,26-40,26-40,West,2020-12-27,Digital
C104168,26-40,26-40,South,2020-10-11,Branch
C104169,26-40,26-40,South,2023-09-22,Digital
C104170,56+,56+,South,2021-06-06,Branch
C104171,41-55,41-55,West,2021-03-07,CallCenter
C104172,56+,56+,South,2022-11-17,Branch
C104173,26-40,26-40,South,2020-07-07,Digital
C104174,41-55,41-55,West,2021-07-06,Branch
C104175,26-40,26-40,South,2020-10-18,CallCenter
C104176,41-55,41-55,South,2023-07-26,Branch
C104177,56+,56+,West,2021-03-09,ATM
C104178,41-55,41-55,South,2022-04-08,Digital
C104179,56+,56+,South,2022-02-02,Branch
C104180,41-55,41-55,South,2021-12-20,Digital
C104181,18-25,18-25,East,2020-04-06,Branch
C104182,41-55,41-55,West,2021-01-18,ATM
C104183,26-40,26-40,East,2023-06-03,CallCenter
C104184,56+,56+,South,2022-03-11,Digital
C104185,41-55,41-55,South,2023-07-05,ATM
C104186,18-25,18-25,North,2022-03-28,Digital
C104187,18-25,18-25,North,2021-04-10,Digital
